Company Name,Rating,Review Count,Category,Address,Website,Search Term
Wholesale Direct Inc,1.0,1,Wholesaler,189 Rickey Blvd,,"Middletown, DE Wholesaler"
Dfjayflavors,1.0,1,Cake shop,189 Rickey Blvd,https://instagram.com/tasteebuds_meggicooks?r=nametag,"Middletown, DE Wholesaler"
Goodpang Wholesale LLC,4.3,3,Wholesaler,112 Capitol Trail Suite A,http://goodpang.com/,"Middletown, DE Wholesaler"
Rithum Automation,2.6,5,Laboratory equipment supplier,112 Patriot Dr suite a,https://rithum-automation-llc.business.site/,"Middletown, DE Wholesaler"
Belair Road Supply,4.1,13,Construction equipment supplier,500 N Cass St,http://www.belairroadsupply.com/,"Middletown, DE Wholesaler"
Eight International Llc,4.1,13,Importer,651 N Broad St #104,,"Middletown, DE Wholesaler"
Backyard Wildlife Native Plants Nursery,4.1,13,Plant nursery,108 E Park Pl,https://www.facebook.com/Backyard-Wildlife-Native-Plants-Nursery-101088632344981,"Middletown, DE Wholesaler"
Garden Center at The Home Depot,4.3,6,Garden center,350 Auto Park Dr,https://www.homedepot.com/l/Middletown-DE/DE/Middletown/19709/6843?cm_mmc=EM%7CGoogleMaps%7CGardenCenter,"Middletown, DE Wholesaler"
All In One Wholesale,4.3,6,Wholesaler,148 Chestnut Crossing Dr,,"Middletown, DE Wholesaler"
Bad Candy Hand Crafted Candles & Gifts,5.0,1,Home goods store,701 N Broad St,,"Middletown, DE Wholesaler"
Best Materials,4.3,51,Topsoil supplier,5093 Summit Bridge Rd,https://bestmaterialsde.com/,"Middletown, DE Wholesaler"
Serachem Diagnostic LLC,5.0,1,Corporate office,364 E Main St #1011,http://serachem-diagnostic.com/,"Middletown, DE Wholesaler"
Olistica CBD,5.0,1,Food broker,364 E Main St #1011,,"Middletown, DE Wholesaler"
Rpm Imports Ltd,5.0,1,Wine wholesaler and importer,126 Misty Way,,"Middletown, DE Wholesaler"
The Innovative Packaging,4.7,3,Packaging company,651 N Broad St,https://www.theinnovativepackaging.com/,"Middletown, DE Wholesaler"
Berry Global,2.6,17,Plastic fabrication company,801 Industrial Dr,https://www.berryglobal.com/en/?utm_source=google_business&utm_medium=organic&utm_campaign=branding&utm_content=MIDE,"Middletown, DE Wholesaler"
KD Beauty Supply,4.5,28,Beauty supply store,320 E Main St,http://www.kdhairbeauty.org/,"Middletown, DE Wholesaler"
Contech Engineered Solutions,4.5,28,Pipe supplier,105 W Cochran St,http://www.conteches.com/,"Middletown, DE Wholesaler"
ELEMENTS BEAUTY SUPPLY & SALON,4.2,13,Beauty salon,836 Kohl Ave,http://elementsbeautysupply.com/,"Middletown, DE Wholesaler"
Occasion Brands Corporate Offices,3.5,11,Corporate office,105 Sleepy Hollow Dr,https://www.occasionbrands.com/,"Middletown, DE Wholesaler"
National Appliance Warehouse,5.0,36,Appliance store,675 Middletown Warwick Rd,https://www.nationalappliancewarehouse.com/,"Middletown, DE Wholesaler"
Walmart Supercenter,4.0,"4,015",Department store,705 Middletown Warwick Rd,https://www.walmart.com/store/3802-middletown-de,"Middletown, DE Wholesaler"
BJ's Wholesale Club,3.7,281,Warehouse club,100 Pencader Plaza,https://www.bjs.com/cl/newark/0178,"Middletown, DE Wholesaler"
Leeber Limited USA,3.7,281,Wholesaler,420 Corporate Blvd,https://www.leeber.com/,"Middletown, DE Wholesaler"
Coleman's Christmas Tree Farm,3.7,60,Christmas tree farm,550 Silver Run Rd,http://www.colemanstreefarm.com/,"Middletown, DE Wholesaler"
ACME Markets,4.1,640,Grocery store,460 E Main St,https://local.acmemarkets.com/de/middletown/460-e-main-st.html,"Middletown, DE Wholesaler"
Northeastern Supply,4.8,9,Plumbing supply store,104 Patriot Dr,http://www.northeastern.com/,"Middletown, DE Wholesaler"
NKS Distributors,3.6,27,Beer distributor,399 Churchmans Rd,https://nksdistributors.com/,"Middletown, DE Wholesaler"
Bruster's Real Ice Cream,4.5,417,Ice Cream,465 W Main St,http://www.brusters.com/middletown,"Middletown, DE Wholesaler"
The Sterling Nursery,4.5,417,Wholesaler,1575 Vandyke Greenspring Rd,http://thesterlingnursery.com/contact-us/,"Middletown, DE Wholesaler"
Michaels,4.4,463,Craft store,689 Middletown Warwick Rd,https://locations.michaels.com/de/middletown/1274/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,"Middletown, DE Wholesaler"
BJ's Wholesale Club,3.6,329,Warehouse club,124 Sunset Blvd,https://www.bjs.com/cl/new-castle/0015,"Middletown, DE Wholesaler"
Standard Distributing Co,4.4,20,Beer distributor,100 Mews Dr,http://standardde.com/,"Middletown, DE Wholesaler"
Legacy Foods - North,4.2,17,Cash and carry wholesaler,915 S Heald St,,"Middletown, DE Wholesaler"
eazeechairs,4.2,17,Office supply wholesaler,17 Mc Millan Way,http://eazeechairs.com/,"Middletown, DE Wholesaler"
The Crab Guys,4.6,37,Seafood wholesaler,316 Gray St,https://www.thecrabguys.com/,"Middletown, DE Wholesaler"
Wholesaling PPC,5.0,8,Marketing agency,"560 People's Plaza, #114",http://www.wholesalingppc.com/,"Middletown, DE Wholesaler"
Johnson Controls Inc,4.1,10,Manufacturer,700 N Broad St,http://www.johnsoncontrols.com/,"Middletown, DE Wholesaler"
Wilmington Doors,4.1,10,Door supplier,700 N Broad St,,"Middletown, DE Wholesaler"
Frank's Fresh Home Delivery,4.1,10,Wholesaler,700 N Broad St,,"Middletown, DE Wholesaler"
Mr Mulch Delaware,3.3,27,Landscaping supply store,4821 Summit Bridge Rd,https://mrmulchdelaware.com/,"Middletown, DE Wholesaler"
Penco Corporation,5.0,2,Wholesaler,121 Sandy Dr,http://pencocorp.com/,"Middletown, DE Wholesaler"
Onlyneoprene,5.0,2,Bag shop,121 Sandy Dr,http://www.onlyneoprene.com/,"Middletown, DE Wholesaler"
"Vertex Industries, Inc.",5.0,2,Steel distributor,818 S Heald St suite c,http://www.vertexindustries.com/,"Middletown, DE Wholesaler"
Duralex Usa Inc,1.0,1,Wholesaler,802 Centerpoint Blvd,https://www.duralexusa.com/,"Middletown, DE Wholesaler"
Dippold Marble & Granite,1.0,3,Granite supplier,110 W Main St,http://www.dippoldmarble.com/,"Middletown, DE Wholesaler"
NKS Distributors Inc,4.1,13,Beer distributor,759 E Masten Cir,http://www.nksdistributors.com/,"Middletown, DE Wholesaler"
"Hoober, Inc.",4.7,67,Farm equipment supplier,1130 Middletown Warwick Rd,http://www.hoober.com/,"Middletown, DE Wholesaler"
Hopewell Nursery,4.0,2,Wholesale plant nursery,1985 Cecilton Warwick Rd,,"Middletown, DE Wholesaler"
BJ's Wholesale Club,3.8,266,Warehouse club,2131 Kirkwood Hwy,https://www.bjs.com/cl/elsmere/0354,"Middletown, DE Wholesaler"
TotalGreen Holland,4.2,5,Wholesale plant nursery,3422 Old Capitol Trail PMB 451,http://totalgreen.com/,"Middletown, DE Wholesaler"
Integrity Supply & Service,4.2,5,Wholesaler,801 Elkton Blvd #2,,"Middletown, DE Wholesaler"
"Sentman Distributors, Inc.",4.8,12,Beer distributor,400 Maloney Rd,https://www.facebook.com/sentmandistmd/,"Middletown, DE Wholesaler"
senor oil LLC,4.5,2,Oil wholesaler,400 Maloney Rd,,"Middletown, DE Wholesaler"
Dutch Home Furniture,4.9,12,Amish furniture store,701 N Broad St,https://dutchhomede.com/,"Middletown, DE Wholesaler"
Hardwood Direct LLC,4.7,26,Flooring store,4390 Summit Bridge Rd Suite 5,https://www.hardwooddirectllc.com/,"Middletown, DE Wholesaler"
NAPA Auto Parts - Genuine Parts Company,4.2,151,Auto parts store,678 N Broad St,https://www.napaonline.com/en/de/middletown/store/22758?cid=pl_DAC_gpc_GenuinePartsCompany_22758,"Middletown, DE Wholesaler"
The UPS Store,2.3,133,Shipping and mailing service,364 E Main St,https://locations.theupsstore.com/de/middletown/364-e-main-st?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,"Middletown, DE Wholesaler"
Venice Food LLC,2.3,133,Wholesale bakery,5321 N Dupont Hwy,http://www.imranimports.com/,"Middletown, DE Wholesaler"
TZ Distributors,5.0,2,Distribution service,263 Quigley Blvd #9,http://tzdistributors.com/,"Middletown, DE Wholesaler"
Builders FirstSource,3.7,20,Building materials supplier,948 Middletown Warwick Rd,https://www.bldr.com/contact/request-quote?utm_source=yext&utm_medium=listing&utm_campaign=requestquote&utm_content=MIDDDEYD,"Middletown, DE Wholesaler"
Willey Farms,4.7,354,Produce market,4092 Dupont Pkwy,http://www.willeyfarms.com/,"Middletown, DE Wholesaler"
Select Amenities Ltd,4.7,354,Wholesaler,4092 Dupont Pkwy,http://www.selectamenities.com/,"Middletown, DE Wholesaler"
R.E. Michel Company,2.7,3,Wholesaler,904 Interchange Blvd,https://www.remichel.com/branches/newark-de-19711-hvac,"Middletown, DE Wholesaler"
CV Optics USA Inc.,2.7,3,Optical wholesaler,40 Executive Dr,http://www.cvopticsusa.com/,"Middletown, DE Wholesaler"
Bimbo Bakeries USA,3.7,3,Wholesale bakery,30 Parkway Cir,https://www.bimbobakeriesusa.com/,"Middletown, DE Wholesaler"
Filasky's Produce,4.8,142,Produce market,1343 Bunker Hill Rd #9033,http://filaskyspumpkinpatch.com/,"Middletown, DE Wholesaler"
Talluri Consulting,4.8,142,Wholesaler,325 Markus Ct,,"Middletown, DE Wholesaler"
East Coast Stainless,4.8,142,Wholesaler,22 Albe Dr,https://eastcoaststainless.com/,"Middletown, DE Wholesaler"
Charles Tyre Flooring,5.0,31,Flooring store,24 W Green St,https://www.charlestyreflooring.com/,"Middletown, DE Wholesaler"
"Electric Motor Wholesale, Inc",4.3,22,Wholesaler,2575 Morgans Choice Rd,http://www.electricmotorwholesale.com/,"Middletown, DE Wholesaler"
Still Pond Nursery Sales,4.4,7,Plant nursery,11089 Galena Rd,https://spnsinc.com/,"Middletown, DE Wholesaler"
Bob Wagner's Flooring America - Middletown,4.7,78,Flooring store,938 Middletown Warwick Rd,https://www.bobwagnerflooringmiddletown.com/,"Middletown, DE Wholesaler"
Rausch Fuel Oil Co,5.0,13,Heating oil supplier,14 Wood St,http://www.rauschfueloil.com/,"Middletown, DE Wholesaler"
C & S Distributors,2.8,171,Grocery delivery service,100 Lums Rd,http://www.cswg.com/,"Middletown, DE Wholesaler"
Newark Wholesale,4.7,31,Roofing supply store,2303 Ogletown Rd,http://www.sgwilliamssupply.com/,"Middletown, DE Wholesaler"
C & S Wholesale Grocers Inc,2.2,366,Wholesale grocer,1000 Old Philadelphia Rd,http://cswg.com/,"Middletown, DE Wholesaler"
Nikki's Balloons,5.0,1,Wholesaler,505 Blue Ball Rd # 140A,https://www.nikkisballoons.com/,"Middletown, DE Wholesaler"
Sam's Club,4.4,"1,009",Warehouse club,1572 N Dupont Hwy,https://www.samsclub.com/club/dover-de-sams-club/6330,"Middletown, DE Wholesaler"
Farrow Propagation,4.4,"1,009",Wholesaler,116 St Clements Way,,"Middletown, DE Wholesaler"
Delaware Millwork Ltd,4.4,"1,009",Cabinet maker,110 W Green St,http://www.delawaremillworkltd.com/,"Middletown, DE Wholesaler"
Elana's Broad St. Florist & Gifts,4.3,88,Florist,500 N Broad St,https://www.elanasbroadstflorist.com/,"Middletown, DE Wholesaler"
Charles Tyre Flooring,5.0,31,Flooring store,24 W Green St,https://www.charlestyreflooring.com/,"Middletown, DE Wholesaler"
East Coast Stainless,5.0,31,Wholesaler,22 Albe Dr,https://eastcoaststainless.com/,"Middletown, DE Wholesaler"
Still Pond Nursery Sales,4.4,7,Plant nursery,11089 Galena Rd,https://spnsinc.com/,"Middletown, DE Wholesaler"
Talluri Consulting,4.4,7,Wholesaler,325 Markus Ct,,"Middletown, DE Wholesaler"
Filasky's Produce,4.8,142,Produce market,1343 Bunker Hill Rd #9033,http://filaskyspumpkinpatch.com/,"Middletown, DE Wholesaler"
J&L inc.,4.8,142,Health and beauty shop,1343 Bunker Hill Rd #9033,https://jandlinc.business.site/?utm_source=gmb&utm_medium=referral,"Middletown, DE Wholesaler"
Union Wholesale Company,4.5,8,Construction equipment supplier,500 E Front St,http://www.uwco.com/,"Middletown, DE Wholesaler"
Traction Wholesale,4.3,4,Tire shop,2006 Rodman Rd,,"Middletown, DE Wholesaler"
Newark Wholesale,4.7,31,Roofing supply store,2303 Ogletown Rd,http://www.sgwilliamssupply.com/,"Middletown, DE Wholesaler"
C & S Distributors,2.8,171,Grocery delivery service,100 Lums Rd,http://www.cswg.com/,"Middletown, DE Wholesaler"
Giant Food,4.2,567,Grocery store,200 Dove Run Centre Dr,https://stores.giantfood.com/de/middletown/200-dove-run-drive?y_source=1_NDE5NTEzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"Middletown, DE Wholesaler"
Sam's Club,4.4,"1,009",Warehouse club,1572 N Dupont Hwy,https://www.samsclub.com/club/dover-de-sams-club/6330,"Middletown, DE Wholesaler"
Progressive Systems Inc. d/b/a Wholesale Janitor Supply,4.5,2,Janitorial equipment supplier,26 Germay Dr,http://www.progressivesystemsinc.com/,"Middletown, DE Wholesaler"
Farrow Propagation,4.5,2,Wholesaler,116 St Clements Way,,"Middletown, DE Wholesaler"
Bob Wagner's Flooring America - Middletown,4.7,78,Flooring store,938 Middletown Warwick Rd,https://www.bobwagnerflooringmiddletown.com/,"Middletown, DE Wholesaler"
Costco Wholesale,4.6,"5,205",Warehouse store,900 Center Blvd S,http://www.costco.com/warehouse-locations/newark-DE-246.html?utm_term=KW&utm_campaign=Homepage&utm_medium=GMB&utm_source=Google&utm_content=Link,"Middletown, DE Wholesaler"
The Flower Place,4.4,53,Wholesale florist,907 N Dupont Hwy,https://www.flowerplaceofnewcastle.com/,"Middletown, DE Wholesaler"
Friendly Wholesaler,3.7,3,Carpet store,333 Naamans Rd # 17B,,"Middletown, DE Wholesaler"
Middletown Area Chamber of Commerce,3.0,2,Chamber of Commerce,1050 Industrial Dr #110,http://www.maccde.com/,"Middletown, DE Wholesaler"
PreppedByMera,3.0,2,Food products supplier,1050 Industrial Dr #110,,"Middletown, DE Wholesaler"
Lidl,4.4,"1,199",Grocery store,359 Auto Park Dr,[],"Middletown, DE Wolesale Grocer"
ACME Markets,4.1,640,Grocery store,460 E Main St,,"Middletown, DE Wolesale Grocer"
Middletown African Market,4.4,39,Grocery store,725 N Broad St,,"Middletown, DE Wolesale Grocer"
La Costena Market,4.5,12,Grocery store,725 N Broad St,,"Middletown, DE Wolesale Grocer"
Food Lion,4.3,652,Grocery store,501 W Main St,,"Middletown, DE Wolesale Grocer"
ALDI,4.5,497,Supermarket,1002 Bunker Hill Rd,,"Middletown, DE Wolesale Grocer"
Giant Food,4.2,567,Grocery store,200 Dove Run Centre Dr,,"Middletown, DE Wolesale Grocer"
Dutch Country Farmer's Market,4.6,"1,050",Farmers' market,701 N Broad St,,"Middletown, DE Wolesale Grocer"
Logullo's Country Market,4.8,90,Garden center,5261 Summit Bridge Rd,,"Middletown, DE Wolesale Grocer"
MOT Grocery Bazar,4.7,20,Indian grocery store,4380 Summit Bridge Rd Suite # 2,,"Middletown, DE Wolesale Grocer"
El Nevado Mexican Store,4.9,39,Mexican,13 N Broad St,,"Middletown, DE Wolesale Grocer"
Walmart Supercenter,4.0,"4,015",Grocery store,705 Middletown Warwick Rd,,"Middletown, DE Wolesale Grocer"
M and A Treats,4.8,6,Candy store,701 N Broad St,,"Middletown, DE Wolesale Grocer"
Filasky's Produce,4.8,142,Produce market,1343 Bunker Hill Rd #9033,,"Middletown, DE Wolesale Grocer"
Family Dollar,4.0,60,Dollar store,301 N Broad St,,"Middletown, DE Wolesale Grocer"
Craftmerce,5.0,6,E-commerce service,651 N Broad St Suite 206,,"Middletown, DE Wolesale Grocer"
Fiesta Deli And Market,4.5,23,Mexican,709 N Broad St,,"Middletown, DE Wolesale Grocer"
KenEx-Import LLC,4.5,23,Import export company,709 N Broad St,,"Middletown, DE Wolesale Grocer"
Dfjayflavors,4.5,23,Cake shop,709 N Broad St,,"Middletown, DE Wolesale Grocer"
Tile Market of Delaware,4.6,37,Tile store,110 Patriot Dr,,"Middletown, DE Wolesale Grocer"
A & R Bakery,4.8,40,Bakery,701 N Broad St,,"Middletown, DE Wolesale Grocer"
Rite Aid,3.2,30,Drug store,455 W Main St,,"Middletown, DE Wolesale Grocer"
Dutch Home Furniture,4.9,12,Amish furniture store,701 N Broad St,,"Middletown, DE Wolesale Grocer"
Produce Village & Wholesale,4.6,32,Asian grocery store,1724 S Governors Ave,,"Middletown, DE Wolesale Grocer"
Panera Bread,3.9,208,Cafe,584 Middletown Warwick Rd,,"Middletown, DE Wolesale Grocer"
Giant Pharmacy,3.2,6,Pharmacy,200 Dove Run Centre Dr,,"Middletown, DE Wolesale Grocer"
Janssen's Market,4.3,191,Gourmet grocery store,3801 Kennett Pike,,"Middletown, DE Wolesale Grocer"
Willey Farms,4.7,354,Produce market,4092 Dupont Pkwy,,"Middletown, DE Wolesale Grocer"
The Home Depot,4.2,640,Home improvement store,350 Auto Park Dr,,"Middletown, DE Wolesale Grocer"
Wholesale Direct Inc,1.0,1,Wholesaler,189 Rickey Blvd,,"Middletown, DE Wolesale Grocer"
Walmart Pharmacy,3.4,14,Pharmacy,705 Middletown Warwick Rd,,"Middletown, DE Wolesale Grocer"
Stoltzfus BBQ,4.6,5,Barbecue,701 N Broad St,,"Middletown, DE Wolesale Grocer"
Rondo Specialty Foods,3.5,2,Importer,118 Quigley Blvd,,"Middletown, DE Wolesale Grocer"
BJ's Wholesale Club,3.7,281,Grocery store,100 Pencader Plaza,,"Middletown, DE Wolesale Grocer"
ShopRite of Four Seasons,4.3,"2,283",Grocery store,700 Plaza Dr,,"Middletown, DE Wolesale Grocer"
Local Buzz,4.9,15,Market,809 Port Penn Rd,,"Middletown, DE Wolesale Grocer"
Frank's Fresh Home Delivery,4.9,15,Grocery delivery service,809 Port Penn Rd,,"Middletown, DE Wolesale Grocer"
Supermarket Associates Inc,4.9,15,Grocery store,922 New Rd,,"Middletown, DE Wolesale Grocer"
Legacy Foods - North,4.2,17,Cash and carry wholesaler,915 S Heald St,,"Middletown, DE Wolesale Grocer"
Bruster's Real Ice Cream,4.5,417,Ice Cream,465 W Main St,,"Middletown, DE Wolesale Grocer"
ShopRite of 1st State Plaza,4.2,"2,631",Grocery store,1600 W Newport Pike,,"Middletown, DE Wolesale Grocer"
ShopRite of Governor's Square,4.1,"2,283",Grocery store,1101 Governors Pl,,"Middletown, DE Wolesale Grocer"
ACME Markets Pharmacy,4.3,11,Pharmacy,460 E Main St,,"Middletown, DE Wolesale Grocer"
Miller's Country Kitchen,4.3,23,American,701 N Broad St,,"Middletown, DE Wolesale Grocer"
BJ's Wholesale Club,3.6,329,Grocery store,124 Sunset Blvd,,"Middletown, DE Wolesale Grocer"
Lonca,3.6,329,Wholesale market,251 Little Falls Dr,,"Middletown, DE Wolesale Grocer"
Willey’s Market,4.7,175,Farmers' market,251 Little Falls Dr,,"Middletown, DE Wolesale Grocer"
C & S Distributors,2.8,171,Grocery delivery service,100 Lums Rd,,"Middletown, DE Wolesale Grocer"
Safeway,4.0,396,Grocery store,815 E Main St,,"Middletown, DE Wolesale Grocer"
"ShopRite of Newark, DE",4.0,"2,073",Grocery store,19 Chestnut Hill Plaza,,"Middletown, DE Wolesale Grocer"
Valero Shore Stop,3.9,78,Gas station,38 E Main St,,"Middletown, DE Wolesale Grocer"
BJ's Wholesale Club,3.8,266,Grocery store,2131 Kirkwood Hwy,,"Middletown, DE Wolesale Grocer"
Rockland Wholesale,2.8,5,Grocery store,531 W Rockland St,,"Middletown, DE Wolesale Grocer"
Parivaar Super Market,4.2,"1,360",Indian grocery store,67 Christiana Rd,,"Middletown, DE Wolesale Grocer"
Galleyware Company,4.2,"1,360",Wholesale market,330 Water St #107,,"Middletown, DE Wolesale Grocer"
All Peoples Food,4.2,"1,360",Agricultural product wholesaler,62 Albe Dr,,"Middletown, DE Wolesale Grocer"
Newark Natural Foods,4.4,90,Supermarket,"209 Newark Shopping Center, 230 E Main St Unit 325",,"Middletown, DE Wolesale Grocer"
C & S Wholesale Grocers Inc,2.2,366,Wholesale grocer,1000 Old Philadelphia Rd,,"Middletown, DE Wolesale Grocer"
"Bridge Toys, LLC",2.2,366,Wholesale market,1000 Old Philadelphia Rd,,"Middletown, DE Wolesale Grocer"
Eagles wholesaler,5.0,15,Wholesaler,"824 N Market St Unit 815, Floor 8",,"Middletown, DE Wolesale Grocer"
Carapella,5.0,1,Wholesaler,45 Sico Rd,,"Middletown, DE Wolesale Grocer"
Byler's Store in Dover,4.7,"2,100",Grocery store,1368-A Rose Valley School Rd,,"Middletown, DE Wolesale Grocer"
Maisy's Market,4.3,9,Furniture store,1368-A Rose Valley School Rd,,"Middletown, DE Wolesale Grocer"
ShopRite of Brandywine Commons,4.3,"1,587",Grocery store,1300 Rocky Run Pkwy,,"Middletown, DE Wolesale Grocer"
Costco Wholesale,4.6,"5,205",Warehouse store,900 Center Blvd S,,"Middletown, DE Wolesale Grocer"
ShopRite of Christina Crossing,4.1,"2,891",Grocery store,501 S Walnut St,,"Middletown, DE Wolesale Grocer"
Night Owls Wholesale Market,4.1,"2,891",Produce wholesaler,723 W 3rd St,,"Middletown, DE Wolesale Grocer"
Venice Food LLC,4.1,"2,891",Wholesale bakery,5321 N Dupont Hwy,,"Middletown, DE Wolesale Grocer"
T. M. Kovacevich Wholesale Fruit and Produce,4.2,90,Produce market,6700 Essington Ave,,"Middletown, DE Wolesale Grocer"
BJ's Wholesale Club,3.7,223,Grocery store,26676 Centerview Dr,,"Middletown, DE Wolesale Grocer"
Restaurant Depot,4.4,416,Restaurant supply store,200 Cornell Dr,,"Middletown, DE Wolesale Grocer"
Pro Foods,5.0,7,Restaurant supply store,136 Sandy Dr,,"Middletown, DE Wolesale Grocer"
Citizens Supermarket Branch,3.0,10,Bank,460 E Main St,,"Middletown, DE Wolesale Grocer"
Co-op Farmers Market,4.4,541,Farmers' market,209 Newark Shopping Center,,"Middletown, DE Wolesale Grocer"
Highland Orchards Farm Market,4.7,165,Produce market,1431 Foulk Rd,,"Middletown, DE Wolesale Grocer"
Bimbo Bakeries USA,3.7,3,Wholesale bakery,30 Parkway Cir,,"Middletown, DE Wolesale Grocer"
Neware Corp.,4.6,69,Discount store,75 Christiana Rd,,"Middletown, DE Wolesale Grocer"
Italian market,4.6,150,Italian grocery store,3150 N Dupont Hwy route 13,,"Middletown, DE Wolesale Grocer"
C&S Wholesale Grocers (Old Philadelphia Rd),1.0,2,Bus stop,3150 N Dupont Hwy route 13,,"Middletown, DE Wolesale Grocer"
Covatta Food Services,1.0,2,Wholesaler,101 S Main St,,"Middletown, DE Wolesale Grocer"
ShopRite of Kings Commons,4.3,"1,270",Grocery store,1500 NJ-35,,"Middletown, DE Wolesale Grocer"
Dollar Tree,4.2,274,Grocery store,260 Pencader Plaza,,"Middletown, DE Wolesale Grocer"
Market Place Shopping Center,4.2,274,Shopping mall,474 Middletown Warwick Rd,,"Middletown, DE Wolesale Grocer"
Dahmen Wholesale & Export,5.0,1,Exporter,119 Wellington Way,,"Middletown, DE Wolesale Grocer"
BM Meats INC. Wholesale,5.0,1,Butcher shop,709 Bayard Ave,,"Middletown, DE Wolesale Grocer"
Gerhawk.biz,5.0,1,Wholesale market,1600 Johnson Way,,"Middletown, DE Wolesale Grocer"
PHL7 - Amazon Fulfillment Center,3.8,518,Warehouse,560 Merrimac Ave,[],"Middletown, DE Distribution Service"
Pristine Product LLC,3.8,518,Distribution service,600 N Broad St Suite 5 #3498,,"Middletown, DE Distribution Service"
NAPA Auto Parts - Delaware Distribution Center,5.0,1,Warehouse,680 N Broad St,,"Middletown, DE Distribution Service"
State Food Distribution Center,5.0,1,Distribution service,680 N Broad St,,"Middletown, DE Distribution Service"
Tasty Snacks Inc. (Tastykake Distributor in Kent County),5.0,1,Distribution service,680 N Broad St,,"Middletown, DE Distribution Service"
Neighborhood House - Southern New Castle County - Food Distribution Center,5.0,1,Food bank,811 N Broad St,,"Middletown, DE Distribution Service"
SchagrinGAS Company,3.8,62,Propane supplier,1000 N Broad St,https://schagringas.com/,"Middletown, DE Distribution Service"
Tractor Supply Co.,4.4,295,Home improvement store,912 Middletown Warwick Rd,https://www.tractorsupply.com/tsc/store_Middletown-DE-19709_1206?utm_source=localgmblisting&utm_medium=organic,"Middletown, DE Distribution Service"
Government Support Services,4.4,295,State government office,Wilmington Ave,http://gss.omb.delaware.gov/food/index.shtml,"Middletown, DE Distribution Service"
Breakthru Beverage Delaware,2.9,27,Beverage distributor,922 Levels Rd,https://www.breakthrubev.com/Contact-Us,"Middletown, DE Distribution Service"
Johnson Controls Inc,4.1,10,Manufacturer,700 N Broad St,http://www.johnsoncontrols.com/,"Middletown, DE Distribution Service"
Middletown Area Chamber of Commerce,3.0,2,Chamber of Commerce,1050 Industrial Dr #110,http://www.maccde.com/,"Middletown, DE Distribution Service"
"Tri-M Group, LLC",4.5,2,Electrical installation service,1050 Industrial Dr Suite 240,http://www.tri-mgroup.com/,"Middletown, DE Distribution Service"
Shore Stop 271,3.3,12,Gas company,4434 Summit Bridge Rd,,"Middletown, DE Distribution Service"
Goodman Distribution Inc.,4.7,11,Distribution service,230 Executive Dr #5,https://www.goodmanmfg.com/,"Middletown, DE Distribution Service"
"Clarios, LLC",2.4,82,Electronic parts supplier,50 Patriot Dr,http://clarios.com/,"Middletown, DE Distribution Service"
